"Section","Subsection","Feature","Classification","Evidence","PlayerSurface","Persistence","TestFamily","KnownLimitation"
"5","5.2 Faction Directors","Give directors limited intelligence instead of global knowledge.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Give directors resource budgets and construction queues.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Let directors choose between raids, defense, logistics, research, diplomacy, and major offensives.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Add director personality variants per campaign seed.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Add faction exhaustion and political pressure.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Add director mistakes and recoveries so the war feels organic.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Add feints, decoy operations, and misinformation.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Add seasonal or chapter-level doctrine shifts.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Add faction-specific victory conditions.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Add neutral actors who can become aligned, hostile, or fragmented.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Add pirate leaders with local agendas.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.2 Faction Directors","Add rogue AI behavior that does not follow normal faction logic.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Allow multi-fleet battles with more than two sides.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add battle fronts, reserves, flanks, and retreat corridors.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add reinforcement windows that matter tactically.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add intervention choices beyond join, ignore, strike, and observe.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add evacuation, blockade-running, relief, pursuit, and surrender interventions.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add battle reports with participant losses and strategic consequences.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add delayed intelligence for battles beyond sensor coverage.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add rumors and conflicting reports.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add battle wreck fields that remain visitable.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add rescue operations after large fleet clashes.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add captured ships and prisoners.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.3 Campaign Battles","Add post-battle salvage rights disputes.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add persistent task groups with custom names.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add drag-and-drop group composition.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add independent group routing.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add patrol loops.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add escort assignment.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add garrison assignment.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add convoy scheduling.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add repair and resupply orders.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add scouting orders.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add ambush and blockade orders.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add rules of engagement.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add automatic retreat thresholds.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add delegation to NPC captains.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add an operations timeline showing expected arrivals and risks.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"5","5.4 Player Strategic Authority","Add map overlays for logistics, sensors, control, danger, trade, and known hostile routes.","MODELED_ONLY","StrategicCampaignExpansionSystem","compact readout API only","strategicExpansionState","StrategicCampaignExpansionSystemTest","Parallel model is not authoritative for the live strategic map."
"6","6.1 Resource Model","Split supplies into fuel, ammunition, repair materials, provisions, and specialist components.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add cargo capacity and cargo allocation.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add resupply rates by installation quality.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add emergency rationing.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add fuel efficiency by formation, speed, and route type.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add ammunition expenditure forecasts.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add maintenance debt.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add spare-parts shortages.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add crew fatigue.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add fleet readiness recovery curves.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add convoy dependency for isolated bases.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add blockade starvation.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add black-market procurement.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.1 Resource Model","Add salvage processing time.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add multiple ore grades.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add rare strategic materials.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add volatile deposits.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add mining claims and faction permissions.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add mining drones and specialized mining fleets.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add refinery throughput.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add contested mining contracts.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add survey gameplay.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add wreck stripping choices: quick salvage, careful recovery, or tow.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add black-box recovery.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add survivor recovery.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add hazardous wrecks.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.2 Mining And Salvage","Add illegal salvage and reputation consequences.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add regional price simulation.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add supply shocks from convoy losses and sieges.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add faction-specific inventories.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add contract boards.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add escort, rescue, bounty, survey, salvage, and smuggling contracts.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add negotiated contract terms.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add deadlines.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add collateral and reputation stakes.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add contract chains.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add competing bidders.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add shortages that create player opportunities.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add trade route investment.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"6","6.3 Markets And Contracts","Add insurance for expensive hulls.","PARTIAL","EconomyLogisticsIndustrySystem; CampaignSystem","resource board; hub services","economyExpansionState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Live travel and hub recovery are wired; markets, AI consumption, and full screens remain."
"7","7.1 Faction Relationships","Track reputation separately with military, civilian, industrial, and political groups.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add visible reasons for reputation changes.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add favors and obligations.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add faction requests.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add negotiation scenes.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add ceasefires and temporary alliances.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add betrayal risk.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add rules-of-engagement consequences.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add civilian collateral consequences.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add prisoner treatment choices.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add salvage-rights disputes.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.1 Faction Relationships","Add diplomatic escorts and summit missions.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Add named recurring NPC captains.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Let NPC captains remember prior encounters.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Add rival commanders.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Add rescue returns and revenge arcs.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Add faction news bulletins.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Add crew commentary on recent strategic events.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Add dynamic mission briefings generated from current war state.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Add authored story beats with multiple systemic entry conditions.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Add consequences for arriving early, late, overprepared, or depleted.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
"7","7.2 Reactive Storytelling","Add campaign endings based on war state, allies, losses, and player doctrine.","PARTIAL","DiplomacyNarrativeCrewSystem; CampaignSystem","comms board; bridge logs","diplomacyNarrativeState","CampaignEconomyDiplomacyExpansionSystemTest; CampaignStrategicCommandHudTest","Hub decisions affect reputation; broader narrative consequences remain bootstrap-heavy."
